colonna_a,colonna_b,via,zona,numeri,citta,nome_completo
"VIA","","PLATANO","6 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA  PLATANO"
"VIA","","POGGETTI","16 - B","DAL 1 AL 5 E DAL 2 AL 4","SANTA MARIA A MONTE","VIA  POGGETTI"
"VIA","","POGGETTI","17 - A","DAL 7 AL 19 E DAL 8 AL 12","SANTA MARIA A MONTE","VIA  POGGETTI"
"VIA DEL","DEL","POGGIO","20 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA DEL POGGIO"
"VIA DEL","DEL","POGGIO","12 - B","TUTTI","SAN MINIATO","VIA DEL POGGIO"
"VIA","","POGGIO","17 - A","TUTTI","SANTA MARIA A MONTE","VIA  POGGIO"
"VIA","","POGGIO A ISOLA","13 - A","TUTTI","SAN MINIATO","VIA  POGGIO A ISOLA"
"VIA","","POGGIO ADORNO","4 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA  POGGIO ADORNO"
"VIA DI","DI","POGGIO ADORNO","4 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA DI POGGIO ADORNO"
"VIA","","POGGIO AI FRATI","9 - A","TUTTI","SAN MINIATO","VIA  POGGIO AI FRATI"
"VIA","","POGGIO AL PINO","13 - A","TUTTI","SAN MINIATO","VIA  POGGIO AL PINO"
"VIA","","POGGIO SOLE","9 - B","TUTTI","SAN MINIATO","VIA  POGGIO SOLE"
"VIA","","POLIZIANO ANGELO","12 - A","TUTTI","SAN MINIATO","VIA  POLIZIANO ANGELO"
"PIAZZA","","POLO MARCO","5 - A","TUTTI","CASTELFRANCO DI SOTTO","PIAZZA  POLO MARCO"
"VIA","","POLO MARCO","22","TUTTI","SAN MINIATO","VIA  POLO MARCO"
"VIA","","POLO MARCO","21","TUTTI","SANTA CROCE SULL'ARNO","VIA  POLO MARCO"
"VIA","","PONTICELLI","7 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA  PONTICELLI"
"VIA DEL","DEL","POPOLO","18 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA DEL POPOLO"
"PIAZZA DEL","DEL","POPOLO","12 - B","TUTTI","SAN MINIATO","PIAZZA DEL POPOLO"
"PIAZZA DEL","DEL","POPOLO","1 - B","TUTTO TRANNE 8 13 E 35","SANTA CROCE SULL'ARNO","PIAZZA DEL POPOLO"
"VIA","","PORTA","15 - A","TUTTI","SANTA MARIA A MONTE","VIA  PORTA"
"VIA","","PORTA CARLO","12 - A","TUTTI","SAN MINIATO","VIA  PORTA CARLO"
"VIA","","PORTA PISANA","20 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  PORTA PISANA"
"VIA","","PORTA SAN GIOVANNI","17 - A","TUTTI","SANTA MARIA A MONTE","VIA  PORTA SAN GIOVANNI"
"VIA DELLE","DELLE","PORTE","18 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA DELLE PORTE"
"VIA DELLE","DELLE","PORTE","9 - B","TUTTI","SAN MINIATO","VIA DELLE PORTE"
"VIA","","PORTELLA DELLE GINESTRE","6 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA  PORTELLA DELLE GINESTRE"
"VIA","","PORTICCIOLA","15 - A","TUTTI","SANTA MARIA A MONTE","VIA  PORTICCIOLA"
"VIA","","PORTO ALLE LENZE","4 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  PORTO ALLE LENZE"
"VIA","","POSARELLI","6 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  POSARELLI"
"VIA DEL","DEL","POZZO","12 - A","TUTTI","SAN MINIATO","VIA DEL POZZO"
"VIA","","POZZO","16 - B","1 E 2","SANTA MARIA A MONTE","VIA  POZZO"
"VIA","","POZZO","17 - A","DAL 3 AL 23 DAL 2 A AL 16","SANTA MARIA A MONTE","VIA  POZZO"
"VIA","","PRATACCIO","16 - A","DAL 1 AL 5 E DAL 2 AL 4","SANTA MARIA A MONTE","VIA  PRATACCIO"
"VIA","","PRATACCIO","15 - A","DAL 7 AL 15","SANTA MARIA A MONTE","VIA  PRATACCIO"
"VIA DEI","DEI","PRATI","12 - A","TUTTI","SAN MINIATO","VIA DEI PRATI"
"VIA","","PRATINI","20 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  PRATINI"
"VIA","","PRATOLINI","6 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  PRATOLINI"
"VIA DEL","DEL","PRATUCCIO","8 - A","TUTTI","SAN MINIATO","VIA DEL PRATUCCIO"
"VIA","","PREGIUNTINO","16 - A","TUTTI","SANTA MARIA A MONTE","VIA  PREGIUNTINO"
"VIA","","PRIMO MAGGIO","6 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA  PRIMO MAGGIO"
"VIA","","PRIMO MAGGIO","18 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  PRIMO MAGGIO"
"PIAZZA","","PRIMO MAGGIO","14 - A","TUTTI","SAN MINIATO","PIAZZA  PRIMO MAGGIO"
"VIA","","PRIMO MAGGIO","8 - B","DAL 3 AL 85 DAL 2 AL 84","SAN MINIATO","VIA  PRIMO MAGGIO"
"VIA","","PRIMO MAGGIO","9 - A","DAL 105 AL 129 E DAL 88 AL 234","SAN MINIATO","VIA  PRIMO MAGGIO"
"VIA","","PRIMO MAGGIO","9 - B","DAL 131 AL 251 E DAL 240 AL 408 E DAL 418 AL 426","SAN MINIATO","VIA  PRIMO MAGGIO"
"VIA","","PRIMO MAGGIO","14 - A","410; 410/B","SAN MINIATO","VIA  PRIMO MAGGIO"
"VIA","","PRIMO MAGGIO","3 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  PRIMO MAGGIO"
"VIA","","PRIMO MAGGIO","15 - A","TUTTI","SANTA MARIA A MONTE","VIA  PRIMO MAGGIO"
"VIA","","PRIMO SETTEMBRE","3 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  PRIMO SETTEMBRE"
"VIA DEL","DEL","PROGRESSO","18 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA DEL PROGRESSO"
"VIA","","PRUNETA","8 - B","TUTTI","SAN MINIATO","VIA  PRUNETA"
"VIA","","PUCCINELLI","5 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  PUCCINELLI"
"VIA","","PUCCINI GIACOMO","5 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  PUCCINI GIACOMO"
"VIA","","PUCCINI GIACOMO","18 - A","2 E DAL 3 AL 15","MONTOPOLI IN VAL D'ARNO","VIA  PUCCINI GIACOMO"
"VIA","","PUCCINI GIACOMO","18 - B","DAL 19 AL 21/A E DAL 6 AL 20","MONTOPOLI IN VAL D'ARNO","VIA  PUCCINI GIACOMO"
"VIA","","PUCCINI GIACOMO","8 - A","TUTTI","SAN MINIATO","VIA  PUCCINI GIACOMO"
"VIA","","PUCCINI GIACOMO","3 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA  PUCCINI GIACOMO"
"VIA","","PUCCIONI","1 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA  PUCCIONI"
"VIA","","PUGLIA","18 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  PUGLIA"
"VIA","","PUGLIE","3 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  PUGLIE"
"VIA","","PUGLISI DON GIUSEPPE","2 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA  PUGLISI DON GIUSEPPE"
"LARGO","","PUGLISI DON PINO","22","TUTTI","SAN MINIATO","LARGO  PUGLISI DON PINO"
"VIA","","PULCI LUIGI","12 - A","TUTTI","SAN MINIATO","VIA  PULCI LUIGI"
"VICOLO DEL","DEL","PURGATORIO","12 - B","TUTTI","SAN MINIATO","VICOLO DEL PURGATORIO"
"VIA","","QUARTERONA","4 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  QUARTERONA"
"VIA","","QUASIMODO SALVATORE","6 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  QUASIMODO SALVATORE"
"VIA","","QUASIMODO SALVATORE","2 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  QUASIMODO SALVATORE"
"VIA","","QUATTRO NOVEMBRE","19 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  QUATTRO NOVEMBRE"
"VIA","","QUATTRO NOVEMBRE","11 - B","TUTTI TRANNE 45","SAN MINIATO","VIA  QUATTRO NOVEMBRE"
"VIA","","QUATTRO NOVEMBRE","22","45","SAN MINIATO","VIA  QUATTRO NOVEMBRE"
"VIA","","QUATTRO NOVEMBRE","3 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  QUATTRO NOVEMBRE"
"VIA","","QUERCE","17 - A","TUTTI","SANTA MARIA A MONTE","VIA  QUERCE"
"VIA DELLE","DELLE","QUERCE ROSSE","3 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA DELLE QUERCE ROSSE"
"VIA","","RAFFAELLO","20 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  RAFFAELLO"
"VIA","","RAFFAELLO","2 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA  RAFFAELLO"
"VIA DEL","DEL","RAMO","3 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA DEL RAMO"
"VIA","","RANCI","14 - B","TUTTI","SAN MINIATO","VIA  RANCI"
"VIA DELLA","DELLA","REPUBBLICA","7 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA DELLA REPUBBLICA"
"PIAZZA DELLA","DELLA","REPUBBLICA","20 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","PIAZZA DELLA REPUBBLICA"
"PIAZZA DELLA","DELLA","REPUBBLICA","12 - B","TUTTI","SAN MINIATO","PIAZZA DELLA REPUBBLICA"
"VIA DELLA","DELLA","REPUBBLICA","1 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA DELLA REPUBBLICA"
"VIALE DELLA","DELLA","REPUBBLICA","15 - A","TUTTI","SANTA MARIA A MONTE","VIALE DELLA REPUBBLICA"
"VIA","","RESISTENZA","18 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  RESISTENZA"
"VIA DELLA","DELLA","RESISTENZA","9 - A","TUTTI","SAN MINIATO","VIA DELLA RESISTENZA"
"VIA DELLE","DELLE","RESOLE","8 - B","TUTTI","SAN MINIATO","VIA DELLE RESOLE"
"VIA","","RESPIGHI OTTORINO","3 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA  RESPIGHI OTTORINO"
"VIA","","REZZAIA PRIMA","8 - B","TUTTI","SAN MINIATO","VIA  REZZAIA PRIMA"
"VIA","","REZZAIA SECONDA","8 - B","TUTTI","SAN MINIATO","VIA  REZZAIA SECONDA"
"VIA","","RIBALDINGA","12 - A","TUTTI","SAN MINIATO","VIA  RIBALDINGA"
"VIA","","RICAVO","20 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  RICAVO"
"VIA","","RICAVO ARNO","20 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  RICAVO ARNO"
"VIA PRIVATA","","RICCIONI E BINI","1 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA PRIVATA  RICCIONI E BINI"
"VIA","","RIMOZZO","15 - A","TUTTI","SANTA MARIA A MONTE","VIA  RIMOZZO"
"VIA","","RIO MONSONE","9 - A","TUTTI","SAN MINIATO","VIA  RIO MONSONE"
"VIA DI","DI","RIPA","2 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA DI RIPA"
"VIA","","RISCIOLO","20 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  RISCIOLO"
"VIA DEL","DEL","RISORGIMENTO","5 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA DEL RISORGIMENTO"
"VIA","","RISORGIMENTO","8 - B","TUTTI","SAN MINIATO","VIA  RISORGIMENTO"
"VIA DEL","DEL","RISORGIMENTO","3 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA DEL RISORGIMENTO"
"VIA","","RIVOLTA","1 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  RIVOLTA"
"VIA","","RIZZOTTO PLACIDO","17 - B","TUTTI","SANTA MARIA A MONTE","VIA  RIZZOTTO PLACIDO"
"VIA DELLA","DELLA","ROBINIA","6 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA DELLA ROBINIA"
"VIA DI","DI","ROCCA","12 - B","TUTTI","SAN MINIATO","VIA DI ROCCA"
"VIA DELLA","DELLA","ROCCA","17 - A","TUTTI","SANTA MARIA A MONTE","VIA DELLA ROCCA"
"VIA","","RODARI","18 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  RODARI"
"PIAZZA","","RODARI GIANNI","11 - A","TUTTI","SAN MINIATO","PIAZZA  RODARI GIANNI"
"VIA","","ROFFIA","13 - B","TUTTI","SAN MINIATO","VIA  ROFFIA"
"PIAZZA","","ROMA","7 - B","TUTTI","CASTELFRANCO DI SOTTO","PIAZZA  ROMA"
"VIA","","ROMA","5 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA  ROMA"
"VIA","","ROMA","19 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  ROMA"
"VIA","","ROMA","11 - B","TUTTI","SAN MINIATO","VIA  ROMA"
"VIA","","ROMA","1 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA  ROMA"
"VIA","","ROMA","17 - A","TUTTI","SANTA MARIA A MONTE","VIA  ROMA"
"VIA","","ROMAGNA","18 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  ROMAGNA"
"VIA","","ROMAIANO","8 - A","TUTTI","SAN MINIATO","VIA  ROMAIANO"
"VIA","","ROMANA","7 - A","DAL 2 AL 146","CASTELFRANCO DI SOTTO","VIA  ROMANA"
"VIA","","ROMANA LUCCHESE","7 - A","DAL 158 AL 264","CASTELFRANCO DI SOTTO","VIA  ROMANA LUCCHESE"
"VIA PROVINCIALE","","ROMANINA","19 - B","SNC","MONTOPOLI IN VAL D'ARNO","VIA PROVINCIALE  ROMANINA"
"VIA","","ROMBOLI","5 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA  ROMBOLI"
"VIA","","ROMITA","5 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA  ROMITA"
"VIA","","RONDONI PIETRO","12 - B","TUTTI","SAN MINIATO","VIA  RONDONI PIETRO"
"VIA DELLA","DELLA","ROSA","1 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA DELLA ROSA"
"VIA","","ROSAI OTTONE","2 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA  ROSAI OTTONE"
"VIA DELLE","DELLE","ROSE","13 - B","TUTTI","SAN MINIATO","VIA DELLE ROSE"
"VIA","","ROSSA GUIDO","5 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  ROSSA GUIDO"
"PIAZZA","","ROSSA GUIDO","20 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","PIAZZA  ROSSA GUIDO"
"PIAZZA","","ROSSA GUIDO","22","TUTTI","SAN MINIATO","PIAZZA  ROSSA GUIDO"
"VIA","","ROSSELLI CARLO","18 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  ROSSELLI CARLO"
"VIA","","ROSSINI GIOACCHINO","8 - A","TUTTI","SAN MINIATO","VIA  ROSSINI GIOACCHINO"
"VIA","","ROSSINI GIOACCHINO","1 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  ROSSINI GIOACCHINO"
"VIA","","ROVAIO","16 - A","TUTTI","SANTA MARIA A MONTE","VIA  ROVAIO"
"VIA","","ROVANI GIUSEPPE","12 - A","TUTTI","SAN MINIATO","VIA  ROVANI GIUSEPPE"
"VIA","","RUFFILLI ROBERTO","11 - B","TUTTI","SAN MINIATO","VIA  RUFFILLI ROBERTO"
"VIA","","SABA UMBERTO","2 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA  SABA UMBERTO"
"VIA","","SACCHETTI FRANCO","11 - B","TUTTI","SAN MINIATO","VIA  SACCHETTI FRANCO"
"VIA","","SAFFI AURELIO","17 - B","TUTTI","SANTA MARIA A MONTE","VIA  SAFFI AURELIO"
"VIALE","","SAFFO","1 - A","TUTTI","SANTA CROCE SULL'ARNO","VIALE  SAFFO"
"VIA DEL","DEL","SALICE","6 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA DEL SALICE"
"VIA DEI","DEI","SALICI","13 - A","TUTTI","SAN MINIATO","VIA DEI SALICI"
"VIA","","SALVADORI CONCILIO","9 - B","TUTTI","SAN MINIATO","VIA  SALVADORI CONCILIO"
"VIA","","SALVATORI LUIGI","1 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA  SALVATORI LUIGI"
"VIA","","SALVEMINI GAETANO","10 - A","TUTTI","SAN MINIATO","VIA  SALVEMINI GAETANO"
"VIA","","SALVEMINI GAETANO","1 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  SALVEMINI GAETANO"
"VIA","","SAN BARTOLOMEO","20 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  SAN BARTOLOMEO"
"VIA","","SAN BARTOLOMEO","9 - B","TUTTI","SAN MINIATO","VIA  SAN BARTOLOMEO"
"VIA","","SAN CARLO","11 - B","TUTTI","SAN MINIATO","VIA  SAN CARLO"
"LOGGIATI DI","DI","SAN DOMENICO","12 - B","TUTTI","SAN MINIATO","LOGGIATI DI SAN DOMENICO"
"VIA","","SAN DONATO","8 - A","TUTTI","SAN MINIATO","VIA  SAN DONATO"
"VIA","","SAN DONATO","15 - B","TUTTI","SANTA MARIA A MONTE","VIA  SAN DONATO"
"VIA","","SAN FRANCESCO","18 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  SAN FRANCESCO"
"PIAZZA","","SAN FRANCESCO","12 - B","SNC","SAN MINIATO","PIAZZA  SAN FRANCESCO"
"VIA","","SAN FRANCESCO","12 - B","TUTTI","SAN MINIATO","VIA  SAN FRANCESCO"
"VIA","","SAN GIOVACCHINO","4 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  SAN GIOVACCHINO"
"VIA","","SAN GIOVANNI","19 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  SAN GIOVANNI"
"VIA","","SAN GIOVANNI BATTISTA","8 - B","TUTTI","SAN MINIATO","VIA  SAN GIOVANNI BATTISTA"
"VIA","","SAN GIOVANNI BATTISTA","14 - A","246","SAN MINIATO","VIA  SAN GIOVANNI BATTISTA"
"VIA","","SAN GORO","14 - B","TUTTI","SAN MINIATO","VIA  SAN GORO"
"VIA","","SAN LAZZARO","13 - A","TUTTI","SAN MINIATO","VIA  SAN LAZZARO"
"VIA","","SAN LORENZO","20 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  SAN LORENZO"
"VIA","","SAN LORENZO","9 - B","TUTTI","SAN MINIATO","VIA  SAN LORENZO"
"VIA","","SAN MAIANO","11 - B","TUTTI","SAN MINIATO","VIA  SAN MAIANO"
"VIA","","SAN MARTINO","5 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  SAN MARTINO"
"VIA","","SAN MARTINO","20 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  SAN MARTINO"
"PIAZZA","","SAN MATTEO","19 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","PIAZZA  SAN MATTEO"
"VIA","","SAN MICHELE","13 - B","TUTTI","SAN MINIATO","VIA  SAN MICHELE"
"VIA","","SAN MICHELE","17 - A","TUTTI","SANTA MARIA A MONTE","VIA  SAN MICHELE"
"VIA","","SAN PIETRO","13 - B","TUTTI","SAN MINIATO","VIA  SAN PIETRO"
"PIAZZA","","SAN PIETRO D'ALCANTARA","7 - A","TUTTI","CASTELFRANCO DI SOTTO","PIAZZA  SAN PIETRO D'ALCANTARA"
"VIA","","SAN QUINTINO","14 - B","TUTTI","SAN MINIATO","VIA  SAN QUINTINO"
"VIA","","SAN REGOLO","14 - A","TUTTI","SAN MINIATO","VIA  SAN REGOLO"
"VIA","","SAN ROCCHINO","17 - A","TUTTI","SANTA MARIA A MONTE","VIA  SAN ROCCHINO"
"VIA","","SAN SEBASTIANO","19 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  SAN SEBASTIANO"
"VIA","","SAN SEBASTIANO","17 - A","TUTTI","SANTA MARIA A MONTE","VIA  SAN SEBASTIANO"
"VIA","","SAN SEVERO","5 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  SAN SEVERO"
"VIA","","SAN TOMMASO","2 - B","DAL 1 AL 145 E DAL 2 AL 168 E DAL 226 AL 238","SANTA CROCE SULL'ARNO","VIA  SAN TOMMASO"
"VIA","","SAN TOMMASO","3 - A","DAL 153 AL 189 E DAL 182 AL 224","SANTA CROCE SULL'ARNO","VIA  SAN TOMMASO"
"VIA","","SAN VITO","1 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  SAN VITO"
"VIA","","SANFELICE LUISA","13 - B","TUTTI","SAN MINIATO","VIA  SANFELICE LUISA"
"VIA","","SANMINIATESE","12 - B","DAL 1 AL 35 E DAL 2 AL 38","SAN MINIATO","VIA  SANMINIATESE"
"VIA","","SANMINIATESE","13 - B","DAL 111 AL 143 E DAL 46 AL 130","SAN MINIATO","VIA  SANMINIATESE"
"VIA","","SANTA BARBARA","20 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  SANTA BARBARA"
"PIAZZA","","SANTA CHIARA","18 - A","SNC","MONTOPOLI IN VAL D'ARNO","PIAZZA  SANTA CHIARA"
"PIAZZETTA","","SANTA CRISTIANA","1 - B","TUTTI","SANTA CROCE SULL'ARNO","PIAZZETTA  SANTA CRISTIANA"
"VIA","","SANTA CRISTIANA","1 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA  SANTA CRISTIANA"
"VIA","","SANTA GONDA","10 - B","TUTTI","SAN MINIATO","VIA  SANTA GONDA"
"VIA","","SANTA LUCIA","14 - A","TUTTI","SAN MINIATO","VIA  SANTA LUCIA"
"VIA","","SANT'ANDREA","19 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  SANT'ANDREA"
"VIA","","SANT'ANDREA","2 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  SANT'ANDREA"
"VIA","","SANT'ANDREA ALLE FORNACI","19 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  SANT'ANDREA ALLE FORNACI"
"SDRUCCIOLO","","SANTISSIMO CROCIFISSO","12 - B","TUTTI","SAN MINIATO","SDRUCCIOLO  SANTISSIMO CROCIFISSO"
"VIA DEL","DEL","SANTO","4 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA DEL SANTO"
"VIA","","SANTO SATURNINO","8 - B","TUTTI","SAN MINIATO","VIA  SANTO SATURNINO"
"VIA","","SANTO STEFANO","19 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  SANTO STEFANO"
"PIAZZETTA","","SANTO STEFANO","12 - B","TUTTI","SAN MINIATO","PIAZZETTA  SANTO STEFANO"
"VIA","","SANZIO RAFFAELLO","5 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  SANZIO RAFFAELLO"
"VIA","","SAPRI","11 - B","TUTTI","SAN MINIATO","VIA  SAPRI"
"VIA","","SARAGAT GIUSEPPE","4 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  SARAGAT GIUSEPPE"
"VIA","","SARDEGNA","18 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  SARDEGNA"
"VIA","","SARDEGNA","2 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  SARDEGNA"
"VIA","","SASSA AL SOLE","16 - B","TUTTI","SANTA MARIA A MONTE","VIA  SASSA AL SOLE"
"VIA","","SASSO","13 - A","TUTTI","SAN MINIATO","VIA  SASSO"
"VIA","","SAURO NAZARIO","9 - A","TUTTI","SAN MINIATO","VIA  SAURO NAZARIO"
"VIA","","SAVONAROLA GEROLAMO","9 - A","TUTTI","SAN MINIATO","VIA  SAVONAROLA GEROLAMO"
"VIA","","SCALELLE","19 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  SCALELLE"
"VIA","","SCARLATTI ALESSANDRO","8 - A","TUTTI","SAN MINIATO","VIA  SCARLATTI ALESSANDRO"
"VIA DELLA","DELLA","SCIENZA","6 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA DELLA SCIENZA"
"VIA","","SCORNO E MUGNANA","14 - A","TUTTI","SAN MINIATO","VIA  SCORNO E MUGNANA"
"VIA","","SCOTELLARO ROCCO","4 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  SCOTELLARO ROCCO"
"VIA","","SELENE","22","TUTTI","SAN MINIATO","VIA  SELENE"
"VIA DEI","DEI","SEMI","2 - B","TUTTI","SANTA CROCE SULL'ARNO","VIA DEI SEMI"
"VIA","","SENNA AYRTON","22","TUTTI","SAN MINIATO","VIA  SENNA AYRTON"
"VIA","","SER RIDOLFO","12 - B","TUTTI","SAN MINIATO","VIA  SER RIDOLFO"
"VIA","","SERAO MATILDE","12 - A","TUTTI","SAN MINIATO","VIA  SERAO MATILDE"
"PIAZZA","","SERAO MATILDE","1 - A","TUTTI","SANTA CROCE SULL'ARNO","PIAZZA  SERAO MATILDE"
"LARGO","","SERENI VITTORIO","2 - B","TUTTI","SANTA CROCE SULL'ARNO","LARGO  SERENI VITTORIO"
"VIA","","SERRA","14 - A","TUTTI","SAN MINIATO","VIA  SERRA"
"VICOLO","","SETTEMBRINI LUIGI","11 - B","TUTTI","SAN MINIATO","VICOLO  SETTEMBRINI LUIGI"
"VIA","","SFORZA","10 - B","TUTTI","SAN MINIATO","VIA  SFORZA"
"VIA","","SICILIA","18 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  SICILIA"
"VIA","","SICILIA","9 - B","TUTTI","SAN MINIATO","VIA  SICILIA"
"VIA","","SICILIA","3 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  SICILIA"
"VIA DELLE","DELLE","SIEPI","13 - A","TUTTI","SAN MINIATO","VIA DELLE SIEPI"
"VIA","","SIGNORINI","7 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA  SIGNORINI"
"PIAZZA","","SIGNORINI TELEMACO","4 - A","TUTTI","SANTA CROCE SULL'ARNO","PIAZZA  SIGNORINI TELEMACO"
"VIA","","SILONE IGNAZIO","13 - B","TUTTI","SAN MINIATO","VIA  SILONE IGNAZIO"
"VIA","","SLIEPIZZA LORIS","10 - B","TUTTI","SAN MINIATO","VIA  SLIEPIZZA LORIS"
"VIA","","SOLDAINI","4 - B","TUTTI","CASTELFRANCO DI SOTTO","VIA  SOLDAINI"
"VIA DEL","DEL","SOLE","8 - B","TUTTI","SAN MINIATO","VIA DEL SOLE"
"VIA","","SOLFERINO","5 - A","TUTTI","CASTELFRANCO DI SOTTO","VIA  SOLFERINO"
"VIA DI","DI","SOPRA","20 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA DI SOPRA"
"VIA","","SOTTILI","15 - B","TUTTI","SANTA MARIA A MONTE","VIA  SOTTILI"
"VIA","","SOTTO I FOSSI","19 - A","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  SOTTO I FOSSI"
"VIA","","SOTTO I GIARDINI","15 - A","TUTTI","SANTA MARIA A MONTE","VIA  SOTTO I GIARDINI"
"VIA","","SOTTOMONTE","18 - B","TUTTI","MONTOPOLI IN VAL D'ARNO","VIA  SOTTOMONTE"
"VIA","","SOZZI GASTONE","3 - A","TUTTI","SANTA CROCE SULL'ARNO","VIA  SOZZI GASTONE"
"VIA","","SPADOLINI GIOVANNI","11 - B","TUTTI","SAN MINIATO","VIA  SPADOLINI GIOVANNI"
"PIAZZA","","SPALLETTI STELLATO","9 - A","TUTTI","SAN MINIATO","PIAZZA  SPALLETTI STELLATO"
